timestamp,ops,success rate,duration,cpu,memory,receive,transmit
2020-07-16 12:48:00,11.751,0.0,0.00025,0.2872564336167541,1702326272.0,1579.8566666666666,867.295
2020-07-16 12:49:00,29.523000000000003,0.0,0.0002507930214115781,0.003376277940815747,1704435712.0,1459.1625373557247,1341.7836086606094
2020-07-16 12:50:00,47.326,0.0,0.00025,0.004249251295424573,1704448000.0,1577.4297893392527,1702.3002095052755
2020-07-16 12:51:00,61.403999999999996,0.1378857142857143,0.06807692307692308,1.3547054382870558,3952275456.0,1355061.7829149673,2669169.3030756344
2020-07-16 12:52:00,75.523,0.29906151272997583,0.06550068587105623,0.8841504281359485,4011560960.0,2893536.1508346032,5703396.488404732
2020-07-16 12:53:00,73.625,0.5008340084830577,0.061360182370820665,0.6972275099998162,4040024064.0,4188067.6233333335,8259019.238137255
2020-07-16 12:54:00,70.196,0.7296311106668,0.06064241486068112,0.7538812156410478,4041707520.0,5866532.238777777,11574663.741222225
2020-07-16 12:55:00,66.695,0.982375841750842,0.05961844197138315,0.7909557400097365,4046237696.0,8104540.907814226,15985704.065132147
2020-07-16 12:56:00,67.891,0.999793270970076,0.056787521079257997,0.6498445934214944,4047802368.0,8396573.664529514,16566670.911112932
2020-07-16 12:57:00,59.59,0.999826969662014,0.0625,0.34230984085841754,4047904768.0,7086708.8832764635,13973940.461748522
2020-07-16 12:58:00,45.973,0.9998490907719008,0.0625,0.005829038187292307,4046761984.0,5900848.830284096,11629978.218242485
2020-07-16 12:59:00,34.909,0.9997978129635472,0.050570776255707765,0.17095998234484178,4048547840.0,4161155.1515608467,8221072.328168512
2020-07-16 13:00:00,34.473,0.9998930885821524,0.05612157534246575,0.6719327498074394,4050018304.0,3593980.260756422,7059110.993508413
2020-07-16 13:01:00,35.23,1.0,0.05767946577629383,0.6915206205343337,4051099648.0,4032300.648704357,7887886.416737842
2020-07-16 13:02:00,44.323,1.0,0.06128048780487805,0.6623407645045447,4052385792.0,5489367.208073443,10740767.99983302
2020-07-16 13:03:00,58.708999999999996,0.9999402342816159,0.05615384615384615,0.6675957299422213,4053606400.0,7090890.998397785,13872520.278894199
2020-07-16 13:04:00,67.891,0.999896635485038,0.05463780918727915,0.7158125879786683,4057260032.0,8414316.376294179,16423082.563370222
2020-07-16 13:05:00,68.053,0.99989688063934,0.055502599653379545,0.6229891761075519,4060307456.0,8227308.783784707,16046920.227145268
2020-07-16 13:06:00,68.014,0.9997936442426744,0.05711892797319933,0.7478061678420481,4061958144.0,7942246.368551895,15486076.705704335
2020-07-16 13:07:00,68.04899999999999,0.9997421883056616,0.059109149277688615,0.7460683129579864,4063379456.0,8206891.758729057,15980011.786214907
2020-07-16 13:08:00,68.084,0.9997938569367142,0.05502622377622377,0.611208492315829,4064182272.0,8222294.352328213,16017451.227270288
2020-07-16 13:09:00,68.084,0.9997938569367142,0.050147058823529406,0.7472691299012891,4065579008.0,8486619.686543696,16559284.362689568
2020-07-16 13:10:00,68.112,0.9997939418916136,0.05484154929577465,0.7491285798569804,4067176448.0,8468106.902040126,16557442.58887788
2020-07-16 13:11:00,68.119,0.9998969815596992,0.04893892339544513,0.66027353653977,4068229120.0,8475231.287828742,16587192.172686532
2020-07-16 13:12:00,68.105,0.9998969603297271,0.05834703947368421,0.7443821890583845,4069113856.0,8470436.544589588,16585246.65964715
2020-07-16 13:13:00,68.112,0.99969091283742,0.05873590982286635,0.7427418765044481,4070285312.0,8478099.029367844,16599094.851738602
2020-07-16 13:14:00,68.07,0.9996907216494844,0.05476190476190476,0.7060572749975402,4073795584.0,8463135.756679222,16573983.64528765
2020-07-16 13:15:00,68.123,0.999690960597476,0.057028619528619526,0.6614968885897279,4074610688.0,8476059.523251833,16582570.137474995
2020-07-16 13:16:00,68.074,0.9996907375908456,0.057107023411371235,0.7069989082498319,4075986944.0,8465288.849537581,16554002.80583416
2020-07-16 13:17:00,68.098,0.9997938994229184,0.06157056145675266,0.7450777072130818,4076994560.0,8470265.966459498,16557448.512204435
2020-07-16 13:18:00,68.081,0.9999484615781064,0.05560869565217391,0.758536373039393,4077920256.0,8485570.775910374,16586885.464614624
2020-07-16 13:19:00,68.109,0.9998969656380404,0.05490282685512367,0.7448090104659649,4081491968.0,8501453.405663583,16592894.102065256
2020-07-16 13:20:00,67.993,0.9998967901744248,0.057005033557046975,0.7538782744027022,4082712576.0,8495753.870132703,16594343.985648366
2020-07-16 13:21:00,68.007,0.999948405737282,0.05533854166666666,0.6082595388972603,4083507200.0,8500764.988280078,16596041.402160693
2020-07-16 13:22:00,67.933,0.9999483497753214,0.056991525423728824,0.7482410709566203,4085317632.0,8495340.327383084,16587520.076728174
2020-07-16 13:23:00,67.958,0.9998967368855846,0.05757071547420965,0.7470837455108548,4086370304.0,8496193.339165809,16585983.48818924
2020-07-16 13:24:00,67.937,0.9998967048858588,0.059850863422292,0.6703838995472023,4087275520.0,8483573.53110392,16564097.195253504
2020-07-16 13:25:00,68.035,0.999845281072718,0.0501937984496124,0.7081144809603427,4088328192.0,8474827.213404562,16577507.122406792
2020-07-16 13:26:00,67.993,0.9998451852616368,0.057685950413223136,0.4977406512320681,4089257984.0,8466217.773444276,16562389.626432192
2020-07-16 13:27:00,68.04899999999999,0.9997937506445294,0.05951816745655609,0.7474192809826781,4090515456.0,8467750.023650566,16573143.322431548
2020-07-16 13:28:00,67.453,0.9997399084477736,0.06016528925619835,0.7219639471747441,4093669376.0,8392987.180734858,16425906.6106467
2020-07-16 13:29:00,67.168,0.9996865695032126,0.057082630691399676,0.7304263947926445,4094959616.0,8376010.664940575,16372379.423815316
